,dataset_name,sentence_number,sentences
4871,geco,4-591,I  had  to  confess  myself  mistaken. 
4872,geco,4-592,Then  I  discovered  that  I  had  been  guilty  of  a  very  grave  oversight. 
4873,geco,4-593,"Coffee  had  been  brought  in  for  seven  persons,  not  six,  for  DrBauerstein  had  been  there  that  evening. "
4874,geco,4-594,"This  changed  the  face  of  the  whole  affair,  for  there  was  now  one  cup  missing. "
4875,geco,4-595,"The  servants  noticed  nothing,  since  Annie,  the  housemaid,  who  took  in  the  coffee,  brought  in  seven  cups,  not  knowing  that  Mr.  Inglethorp  never  drank  it,  whereas  Dorcas,  who  cleared  them  away  the  following  morning,  found  six  as  usual...or  strictly  speaking  she  found  five,  the  sixth  being  the  one  found  broken  in  Mr.s.  Inglethorp's  room. "
4876,geco,4-596,I  was  confident  that  the  missing  cup  was  that  of  Mademoiselle  Cynthia. 
4877,geco,4-597,"I  had  an  additional  reason  for  that  belief  in  the  fact  that  all  the  cups  found  contained  sugar,  which  Mademoiselle  Cynthia  never  took  in  her  coffee. "
4878,geco,4-598,My  attention  was  attracted  by  the  story  of  Annie  about  some  'salt'  on  the  tray  of  cocoa  which  she  took  every  night  to  Mr.s.  Inglethorp's  room. 
4879,geco,4-599,"I  accordingly  secured  a  sample  of  that  cocoa,  and  sent  it  to  be  analysed. "
4880,geco,4-600,"But  that  had  already  been  done  by  Dr  Bauerstein,  said  Lawrence  quickly. "
4881,geco,4-601,Not  exactly. 
4882,geco,4-602,"The  analyst  was  asked  by  him  to  report  whether  strychnine  was,  or  was  not,  present. "
4883,geco,4-603,"He  did  not  have  it  tested,  as  I  did,  for  a  narcotic. "
4884,geco,4-604,For  a  narcotic? 
4885,geco,4-605,Yes. 
4886,geco,4-606,Here  is  the  analyst's  report. 
4887,geco,4-607,"Mr.s.  Cavendish  administered  a  safe,  but  effectual,  narcotic  to  both  Mr.s.  Inglethorp  and  Mademoiselle  Cynthia. "
4888,geco,4-608,And  it  is  possible  that  she  had  a  mauvais  quart  d'heure  in  consequence! 
4889,geco,4-609,"Imagine  her  feelings  when  her  mother-in-law  is  suddenly  taken  ill  and  dies,  and  immediately  after  she  hears  the  word  'Poison'! "
4890,geco,4-610,"She  has  believed  that  the  sleeping  draught  she  administered  was  perfectly  harmless,  but  there  is  no  doubt  that  for  one  terrible  moment  she  must  have  feared  that  Mr.s.  Inglethorp's  death  lay  at  her  door. "
4891,geco,4-611,"She  is  seized  with  panic,  and  under  its  influence  she  hurries  downstairs,  and  quickly  drops  the  coffee-cup  and  saucer  used  by  Mademoiselle  Cynthia  into  a  large  brass  vase,  where  it  is  discovered  later  by  Monsieur  Lawrence. "
4892,geco,4-612,The  remains  of  the  cocoa  she  dare  not  touch. 
4893,geco,4-613,Too  many  eyes  are  upon  her. 
4894,geco,4-614,"Guess  at  her  relief  when  strychnine  is  mentioned,  and  she  discovers  that  after  all  the  tragedy  is  not  her  doing. "
4895,geco,4-615,We  are  now  able  to  account  for  the  symptoms  of  strychnine  poisoning  being  so  long  in  making  their  appearance. 
4896,geco,4-616,A  narcotic  taken  with  strychnine  will  delay  the  action  of  the  poison  for  some  hours. 
4897,geco,4-617,Poirot  paused. 
4898,geco,4-618,"Mary  looked  up  at  him,  the  colour  slowly  rising  in  her  face. "
4899,geco,4-619,"All  you  have  said  is  quite  true,  Monsieur  Poirot. "
4900,geco,4-620,It  was  the  most  awful  hour  of  my  life. 
4901,geco,4-621,I  shall  never  forget  it. 
4902,geco,4-622,But  you  are  wonderful. 
4903,geco,4-623,I  understand  now...... 
4904,geco,4-624,"What I  meant  when  I  told  you  that  you  could  safely  confess  to  Papa  Poirot,  eh? "
4905,geco,4-625,But  you  would  not  trust  me. 
4906,geco,4-626,"I  see  everything  now,  said  Lawrence. "
4907,geco,4-627,"The  drugged  cocoa,  taken  on  top  of  the  poisoned  coffee,  amply  accounts  for  the  delay. "
4908,geco,4-628,Exactly. 
4909,geco,4-629,"But  was  the  coffee  poisoned,  or  was  it  not? "
4910,geco,4-630,"We  come  to  a  little  difficulty  here,  since  Mr.s.  Inglethorp  never  drank  it. "
4911,geco,4-631,What? 
4912,geco,4-632,The  cry  of  surprise  was  universal. 
4913,geco,4-633,No. 
4914,geco,4-634,You  will  remember  my  speaking  of  a  stain  on  the  carpet  in  Mr.s.  Inglethorp's  room? 
4915,geco,4-635,There  were  some  peculiar  points  about  that  stain. 
4916,geco,4-636,"It  was  still  damp,  it  exhaled  a  strong  odour  of  coffee,  and  imbedded  in  the  nap  of  the  carpet  I  found  some  little  splinters  of  china. "
4917,geco,4-637,"What  had  happened  was  plain  to  me,  for  not  two  minutes  before  I  had  placed  my  little  case  on  the  table  near  the  window,  and  the  table,  tilting  up,  had  deposited  it  upon  the  floor  on  precisely  the  identical  spot. "
4918,geco,4-638,"In  exactly  the  same  way,  Mr.s.  Inglethorp  had  laid  down  her  cup  of  coffee  on  reaching  her  room  the  night  before,  and  the  treacherous  table  had  played  her  the  same  trick. "
4919,geco,4-639,"What  happened  next  is  mere  guess  work  on  my  part,  but  I  should  say  that  Mr.s.  Inglethorp  picked  up  the  broken  cup  and  placed  it  on  the  table  by  the  bed. "
4920,geco,4-640,"Feeling  in  need  of  a  stimulant  of  some  kind,  she  heated  up  her  cocoa,  and  drank  it  off  then  and  there. "
4921,geco,4-641,Now  we  are  faced  with  a  new  problem. 
4922,geco,4-642,We  know  the  cocoa  contained  no  strychnine. 
4923,geco,4-643,The  coffee  was  never  drunk. 
4924,geco,4-644,Yet  the  strychnine  must  have  been  administered  between  seven  and  nine  o'clock  that  evening. 
4925,geco,4-645,What  third  medium  was  there...a  medium  so  suitable  for  disguising  the  taste  of  strychnine  that  it  is  extraordinary  no  one  has  thought  of  it? 
4926,geco,4-646,"Poirot  looked  round  the  room,  and  then  answered  himself  impressively. "
4927,geco,4-647,Her  medicine! 
4928,geco,4-648,Do  you  mean  that  the  murderer  introduced  the  strychnine  into  her  tonic?  I  cried. 
4929,geco,4-649,There  was  no  need  to  introduce  it. 
4930,geco,4-650,It  was  already  there...in  the  mixture. 
4931,geco,4-651,The  strychnine  that  killed  Mr.s.  Inglethorp  was  the  identical  strychnine  prescribed  by  Dr  Wilkins. 
4932,geco,4-652,"To  make  that  clear  to  you,  I  will  read  you  an  extract  from  a  book  on  dispensing  which  I  found  in  the  Dispensary  of  the  Red  Cross  Hospital  at  Tadminster:  'The  following  prescription  has  become  famous  in  text  books:  Strychninae  mixed  with  Bromide. "
4933,geco,4-653,This  solution  deposits  in  a  few  hours  the  greater  part  of  the  strychnine  salt  as  an  insoluble  bromide  in  transparent  crystals. 
4934,geco,4-654,"A  lady  in  England  lost  her  life  by  taking  a  similar  mixture:  the  precipitated  strychnine  collected  at  the  bottom,  and  in  taking  the  last  dose  she  swallowed  nearly  all  of  it!' "
4935,geco,4-655,"Now  there  was,  of  course,  no  bromide  in  Dr  Wilkins'  prescription,  but  you  will  remember  that  I  mentioned  an  empty  box  of  bromide  powders. "
4936,geco,4-656,"One  or  two  of  those  powders  introduced  into  the  full  bottle  of  medicine  would  effectually  precipitate  the  strychnine,  as  the  book  describes,  and  cause  it  to  be  taken  in  the  last  dose. "
4937,geco,4-657,"You  will  learn  later  that  the  person  who  usually  poured  out  Mr.s.  Inglethorp's  medicine  was  always  extremely  careful  not  to  shake  the  bottle,  but  to  leave  the  sediment  at  the  bottom  of  it  undisturbed. "
4938,geco,4-658,"Throughout  the  case,  there  have  been  evidences  that  the  tragedy  was  intended  to  take  place  on  Monday  evening. "
4939,geco,4-659,"On  that  day,  Mr.s.  Inglethorp's  bell  wire  was  neatly  cut,  and  on  Monday  evening  Mademoiselle  Cynthia  was  spending  the  night  with  friends,  so  that  Mr.s.  Inglethorp  would  have  been  quite  alone  in  the  right  wing,  completely  shut  off  from  help  of  any  kind,  and  would  have  died,  in  all  probability,  before  medical  aid  could  have  been  summoned. "
4940,geco,4-660,"But  in  her  hurry  to  be  in  time  for  the  village  entertainment  Mr.s.  Inglethorp  forgot  to  take  her  medicine,  and  the  next  day  she  lunched  away  from  home,  so  that  the  last...and  fatal...dose  was  actually  taken  twenty-four  hours  later  than  had  been  anticipated  by  the  murderer;  and  it  is  owing  to  that  delay  that  the  final  proof...the  last  link  of  the  chain...is  now  in  my  hands. "
4941,geco,4-661,"Amid  breathless  excitement,  he  held  out  three  thin  strips  of  paper. "
4942,geco,4-662,"A  letter  in  the  murderer's  own  hand-writing,  mes  amis! "
4943,geco,4-663,"Had  it  been  a  little  clearer  in  its  terms,  it  is  possible  that  Mr.s.  Inglethorp,  warned  in  time,  would  have  escaped.. "
4944,geco,4-664,"As  it  was,  she  realized  her  danger,  but  not  the  manner  of  it. "
4945,geco,4-665,"In  the  deathly  silence,  Poirot  pieced  together  the  slips  of  paper  and,  clearing  his  throat,  read:  'Dearest  Evelyn:  'You  will  be  anxious  at  hearing  nothing. "
4946,geco,4-666,It  is  all  right...only  it  will  be  tonight  instead  of  last  night. 
4947,geco,4-667,You  understand. 
4948,geco,4-668,There's  a  good  time  coming  once  the  old  woman  is  dead  and  out  of  the  way. 
4949,geco,4-669,No  one  can  possibly  bring  home  the  crime  to  me. 
4950,geco,4-670,That  idea  of  yours  about  the  bromides  was  a  stroke  of  genius! 
4951,geco,4-671,But  we  must  be  very  circumspect. 
4952,geco,4-672,"A  false  step......'  Here,  my  friends,  the  letter  breaks  off. "
4953,geco,4-673,Doubtless  the  writer  was  interrupted;  but  there  can  be  no  question  as  to  his  identity. 
4954,geco,4-674,We  all  know  this  hand-writing  and...... 
4955,geco,4-675,A howl  that  was  almost  a  scream  broke  the  silence. 
4956,geco,4-676,You  devil! 
4957,geco,4-677,How  did  you  get  it? 
4958,geco,4-678,A  chair  was  overturned. 
4959,geco,4-679,Poirot  skipped  nimbly  aside. 
4960,geco,4-680,"A  quick  movement  on  his  part,  and  his  assailant  fell  with  a  crash. "
4961,geco,4-681,"Messieurs,  mesdames,  said  Poirot,  with  a  flourish,  let  me  introduce  you  to  the  murderer,  Mr.  Alfred  Inglethorp! "
4962,geco,4-682,"Poirot,  you  old  villain,  I  said,  I've  half  a  mind  to  strangle  you! "
4963,geco,4-683,What  do  you  mean  by  deceiving  me  as  you  have  done? 
4964,geco,4-684,We  were  sitting  in  the  library. 
4965,geco,4-685,Several  hectic  days  lay  behind  us. 
4966,geco,4-686,"In  the  room  below,  John  and  Mary  were  together  once  more,  while  Alfred  Inglethorp  and  Miss  Howard  were  in  custody. "
4967,geco,4-687,"Now  at  last,  I  had  Poirot  to  myself,  and  could  relieve  my  still  burning  curiosity. "
4968,geco,4-688,"Poirot  did  not  answer  me  for  a  moment,  but  at  last  he  said:  I  did  not  deceive  you,  mon  ami. "
4969,geco,4-689,"At  most,  I  permitted  you  to  deceive  yourself. "
4970,geco,4-690,"Yes,  but  why? "
4971,geco,4-691,"Well,  it  is  difficult  to  explain. "
4972,geco,4-692,"You  see,  my  friend,  you  have  a  nature  so  honest,  and  a  countenance  so  transparent,  that...enfin,  to  conceal  your  feelings  is  impossible! "
4973,geco,4-693,"If  I  had  told  you  my  ideas,  the  very  first  time  you  saw  Mr.  Alfred  Inglethorp  that  astute  gentleman  would  have...in  your  so  expressive  idiom...'smelt  a  rat'! "
4974,geco,4-694,"And  then,  bon  jour  to  our  chances  of  catching  him! "
4975,geco,4-695,I  think  that  I  have  more  diplomacy  than  you  give  me  credit  for. 
4976,geco,4-696,"My  friend,  besought  Poirot,  I  implore  you,  do  not  enrage  yourself! "
4977,geco,4-697,Your  help  has  been  of  the  most  invaluable. 
4978,geco,4-698,"It  is  but  the  extremely  beautiful  nature  that  you  have,  which  made  me  pause. "
4979,geco,4-699,"Well,  I  grumbled,  a  little  mollified. "
4980,geco,4-700,I  still  think  you  might  have  given  me  a  hint. 
4981,geco,4-701,"But  I  did,  my  friend. "
4982,geco,4-702,Several  hints. 
4983,geco,4-703,You  would  not  take  them. 
4984,geco,4-704,"Think  now,  did  I  ever  say  to  you  that  I  believed  John  Cavendish  guilty? "
4985,geco,4-705,"Did  I  not,  on  the  contrary,  tell  you  that  he  would  almost  certainly  be  acquitted? "
4986,geco,4-706,"Yes,  but...... "
4987,geco,4-707,And did  I  not  immediately  afterwards  speak  of  the  difficulty  of  bringing  the  murderer  to  justice? 
4988,geco,4-708,Was  it  not  plain  to  you  that  I  was  speaking  of  two  entirely  different  persons? 
4989,geco,4-709,"No,  I  said,  it  was  not  plain  to  me! "
4990,geco,4-710,"Then  again,  continued  Poirot,  at  the  beginning,  did  I  not  repeat  to  you  several  times  that  I  didn't  want  Mr.  Inglethorp  arrested  now? "
4991,geco,4-711,That  should  have  conveyed  something  to  you. 
4992,geco,4-712,Do  you  mean  to  say  you  suspected  him  as  long  ago  as  that? 
4993,geco,4-713,Yes. 
4994,geco,4-714,"To  begin  with,  whoever  else  might  benefit  by  Mr.s.  Inglethorp's  death,  her  husband  would  benefit  the  most. "
4995,geco,4-715,There  was  no  getting  away  from  that. 
4996,geco,4-716,"When  I  went  up  to  Styles  with  you  that  first  day,  I  had  no  idea  as  to  how  the  crime  had  been  committed,  but  from  what  I  knew  of  Mr.  Inglethorp  I  fancied  that  it  would  be  very  hard  to  find  anything  to  connect  him  with  it. "
4997,geco,4-717,"When  I  arrived  at  the  chateau,  I  realized  at  once  that  it  was  Mr.s.  Inglethorp  who  had  burnt  the  will;  and  there,  by  the  way,  you  cannot  complain,  my  friend,  for  I  tried  my  best  to  force  on  you  the  significance  of  that  bedroom  fire  in  midsummer. "
4998,geco,4-718,"Yes,  yes,  I  said  impatiently. "
4999,geco,4-719,Go  on. 
5000,geco,4-720,"Well,  my  friend,  as  I  say,  my  views  as  to  Mr.  Inglethorp's  guilt  were  very  much  shaken. "
5001,geco,4-721,"There  was,  in  fact,  so  much  evidence  against  him  that  I  was  inclined  to  believe  that  he  had  not  done  it. "
5002,geco,4-722,When  did  you  change  your  mind? 
5003,geco,4-723,"When  I  found  that  the  more  efforts  I  made  to  clear  him,  the  more  efforts  he  made  to  get  himself  arrested. "
5004,geco,4-724,"Then,  when  I  discovered  that  Inglethorp  had  nothing  to  do  with  Mr.s.  Raikes  and  that  in  fact  it  was  John  Cavendish  who  was  interested  in  that  quarter,  I  was  quite  sure. "
5005,geco,4-725,But  why? 
5006,geco,4-726,Simply  this. 
5007,geco,4-727,"If  it  had  been  Inglethorp  who  was  carrying  on  an  intrigue  with  Mr.s.  Raikes,  his  silence  was  perfectly  comprehensible. "
5008,geco,4-728,"But,  when  I  discovered  that  it  was  known  all  over  the  village  that  it  was  John  who  was  attracted  by  the  farmer's  pretty  wife,  his  silence  bore  quite  a  different  interpretation. "
5009,geco,4-729,"It  was  nonsense  to  pretend  that  he  was  afraid  of  the  scandal,  as  no  possible  scandal  could  attach  to  him. "
5010,geco,4-730,"This  attitude  of  his  gave  me  furiously  to  think,  and  I  was  slowly  forced  to  the  conclusion  that  Alfred  Inglethorp  wanted  to  be  arrested. "
5011,geco,4-731,Eh  bien! 
5012,geco,4-732,"from  that  moment,  I  was  equally  determined  that  he  should  not  be  arrested. "
5013,geco,4-733,Wait  a  minute. 
5014,geco,4-734,I  don't  see  why  he  wished  to  be  arrested? 
5015,geco,4-735,"Because,  mon  ami,  it  is  the  law  of  your  country  that  a  man  once  acquitted  can  never  be  tried  again  for  the  same  offence. "
5016,geco,4-736,Aha! 
5017,geco,4-737,but  it  was  clever...his  idea! 
5018,geco,4-738,"Assuredly,  he  is  a  man  of  method. "
5019,geco,4-739,"See  here,  he  knew  that  in  his  position  he  was  bound  to  be  suspected,  so  he  conceived  the  exceedingly  clever  idea  of  preparing  a  lot  of  manufactured  evidence  against  himself. "
5020,geco,4-740,He  wished  to  be  arrested. 
5021,geco,4-741,"He  would  then  produce  his  irreproachable  alibi...and,  hey  presto,  he  was  safe  for  life! "
5022,geco,4-742,"But  I  still  don't  see  how  he  managed  to  prove  his  alibi,  and  yet  go  to  the  chemist's  shop? "
5023,geco,4-743,Poirot  stared  at  me  in  surprise. 
5024,geco,4-744,Is  it  possible? 
5025,geco,4-745,My  poor  friend! 
5026,geco,4-746,You  have  not  yet  realized  that  it  was  Miss  Howard  who  went  to  the  chemist's  shop? 
5027,geco,4-747,Miss  Howard? 
5028,geco,4-748,"But,  certainly. "
5029,geco,4-749,Who  else? 
5030,geco,4-750,It  was  most  easy  for  her. 
5031,geco,4-751,"She  is  of  a  good  height,  her  voice  is  deep  and  manly;  moreover,  remember,  she  and  Inglethorp  are  cousins,  and  there  is  a  distinct  resemblance  between  them,  especially  in  their  gait  and  bearing. "
5032,geco,4-752,It  was  simplicity  itself. 
5033,geco,4-753,They  are  a  clever  pair! 
5034,geco,4-754,"I  am  still  a  little  fogged  as  to  how  exactly  the  bromide  business  was  done,  I  remarked. "
5035,geco,4-755,Bon! 
5036,geco,4-756,I  will  reconstruct  for  you  as  far  as  possible. 
5037,geco,4-757,I  am  inclined  to  think  that  Miss  Howard  was  the  master  mind  in  that  affair. 
5038,geco,4-758,You  remember  her  once  mentioning  that  her  father  was  a  doctor? 
5039,geco,4-759,"Possibly  she  dispensed  his  medicines  for  him,  or  she  may  have  taken  the  idea  from  one  of  the  many  books  lying  about  when  Mademoiselle  Cynthia  was  studying  for  her  exam. "
5040,geco,4-760,"Anyway,  she  was  familiar  with  the  fact  that  the  addition  of  a  bromide  to  a  mixture  containing  strychnine  would  cause  the  precipitation  of  the  latter. "
5041,geco,4-761,Probably  the  idea  came  to  her  quite  suddenly. 
5042,geco,4-762,"Mr.s.  Inglethorp  had  a  box  of  bromide  powders,  which  she  occasionally  took  at  night. "
5043,geco,4-763,What  could  be  easier  than  quietly  to  dissolve  one  or  more  of  those  powders  in  Mr.s.  Inglethorp's  large  sized  bottle  of  medicine  when  it  came  from  Coot's? 
5044,geco,4-764,The  risk  is  practically  nil. 
5045,geco,4-765,The  tragedy  will  not  take  place  until  nearly  a  fortnight  later. 
5046,geco,4-766,"If  anyone  has  seen  either  of  them  touching  the  medicine,  they  will  have  forgotten  it  by  that  time. "
5047,geco,4-767,"Miss  Howard  will  have  engineered  her  quarrel,  and  departed  from  the  house. "
5048,geco,4-768,"The  lapse  of  time,  and  her  absence,  will  defeat  all  suspicion. "
5049,geco,4-769,"Yes,  it  was  a  clever  idea! "
5050,geco,4-770,"If  they  had  left  it  alone,  it  is  possible  the  crime  might  never  have  been  brought  home  to  them. "
5051,geco,4-771,But  they  were  not  satisfied. 
5052,geco,4-772,They  tried  to  be  too  clever...and  that  was  their  undoing. 
5053,geco,4-773,"Poirot  puffed  at  his  tiny  cigarette,  his  eyes  fixed  on  the  ceiling. "
5054,geco,4-774,"They  arranged  a  plan  to  throw  suspicion  on  John  Cavendish,  by  buying  strychnine  at  the  village  chemist's,  and  signing  the  register  in  his  hand-writing. "
5055,geco,4-775,On  Monday  Mr.s.  Inglethorp  will  take  the  last  dose  of  her  medicine. 
5056,geco,4-776,"On  Monday,  therefore,  at  six  o'clock,  Alfred  Inglethorp  arranges  to  be  seen  by  a  number  of  people  at  a  spot  far  removed  from  the  village. "
5057,geco,4-777,Miss  Howard  has  previously  made  up  a  cock  and  bull  story  about  him  and  Mr.s.  Raikes  to  account  for  his  holding  his  tongue  afterwards. 
5058,geco,4-778,"At  six  o'clock,  Miss  Howard,  disguised  as  Alfred  Inglethorp,  enters  the  chemist's  shop,  with  her  story  about  a  dog,  obtains  the  strychnine,  and  writes  the  name  of  Alfred  Inglethorp  in  John's  handwriting,  which  she  had  previously  studied  carefully. "
5059,geco,4-779,"But,  as  it  will  never  do  if  John,  too,  can  prove  an  alibi,  she  writes  him  an  anonymous  note...still  copying  his  hand-writing...which  takes  him  to  a  remote  spot  where  it  is  exceedingly  unlikely  that  anyone  will  see  him. "
5060,geco,4-780,"So  far,  all  goes  well. "
5061,geco,4-781,Miss  Howard  goes  back  to  Middlingham. 
5062,geco,4-782,Alfred  Inglethorp  returns  to  Styles. 
5063,geco,4-783,"There  is  nothing  that  can  compromise  him  in  any  way,  since  it  is  Miss  Howard  who  has  the  strychnine,  which,  after  all,  is  only  wanted  as  a  blind  to  throw  suspicion  on  John  Cavendish.But "
5064,geco,4-784,now  a  hitch  occurs. 
5065,geco,4-785,Mr.s.  Inglethorp  does  not  take  her  medicine  that  night. 
5066,geco,4-786,"The  broken  bell,  Cynthia's  absence...arranged  by  Inglethorp  through  his  wife...all  these  are  wasted. "
5067,geco,4-787,And  then...he  makes  his  slip. 
5068,geco,4-788,"Mr.s.  Inglethorp  is  out,  and  he  sits  down  to  write  to  his  accomplice,  who,  he  fears,  may  be  in  a  panic  at  the  nonsuccess  of  their  plan. "
5069,geco,4-789,It  is  probable  that  Mr.s.  Inglethorp  returned  earlier  than  he  expected. 
5070,geco,4-790,"Caught  in  the  act,  and  somewhat  flurried  he  hastily  shuts  and  locks  his  desk. "
5071,geco,4-791,"He  fears  that  if  he  remains  in  the  room  he  may  have  to  open  it  again,  and  that  Mr.s.  Inglethorp  might  catch  sight  of  the  letter  before  he  could  snatch  it  up. "
5072,geco,4-792,"So  he  goes  out  and  walks  in  the  woods,  little  dreaming  that  Mr.s.  Inglethorp  will  open  his  desk,  and  discover  the  incriminating  document. "
5073,geco,4-793,"But  this,  as  we  know,  is  what  happened. "
5074,geco,4-794,"Mr.s.  Inglethorp  reads  it,  and  becomes  aware  of  the  perfidy  of  her  husband  and  Evelyn  Howard,  though,  unfortunately,  the  sentence  about  the  bromides  conveys  no  warning  to  her  mind. "
5075,geco,4-795,She  knows  that  she  is  in  danger...but  is  ignorant  of  where  the  danger  lies. 
5076,geco,4-796,"She  decides  to  say  nothing  to  her  husband,  but  sits  down  and  writes  to  her  solicitor,  asking  him  to  come  on  the  morrow,  and  she  also  determines  to  destroy  immediately  the  will  which  she  has  just  made. "
5077,geco,4-797,She  keeps  the  fatal  letter. 
5078,geco,4-798,"It  was  to  discover  that  letter,  then,  that  her  husband  forced  the  lock  of  the  despatch-case? "
5079,geco,4-799,"Yes,  and  from  the  enormous  risk  he  ran  we  can  see  how  fully  he  realized  its  importance. "
5080,geco,4-800,"That  letter  excepted,  there  was  absolutely  nothing  to  connect  him  with  the  crime. "
5081,geco,4-801,"There's  only  one  thing  I  can't  make  out,  why  didn't  he  destroy  it  at  once  when  he  got  hold  of  it? "
5082,geco,4-802,Because  he  did  not  dare  take  the  biggest  risk  of  all...that  of  keeping  it  on  his  own  person. 
5083,geco,4-803,I  don't  understand. 
5084,geco,4-804,Look  at  it  from  his  point  of  view. 
5085,geco,4-805,"I  have  discovered  that  there  were  only  five  short  minutes  in  which  he  could  have  taken  it...the  five  minutes  immediately  before  our  own  arrival  on  the  scene,  for  before  that  time  Annie  was  brushing  the  stairs,  and  would  have  seen  anyone  who  passed  going  to  the  right  wing. "
5086,geco,4-806,Figure  to  yourself  the  scene! 
5087,geco,4-807,"He  enters  the  room,  unlocking  the  door  by  means  of  one  of  the  other  doorkeys...they  were  all  much  alike. "
5088,geco,4-808,"He  hurries  to  the  despatch-case...it  is  locked,  and  the  keys  are  nowhere  to  be  seen. "
5089,geco,4-809,"That  is  a  terrible  blow  to  him,  for  it  means  that  his  presence  in  the  room  cannot  be  concealed  as  he  had  hoped. "
5090,geco,4-810,But  he  sees  clearly  that  everything  must  be  risked  for  the  sake  of  that  damning  piece  of  evidence. 
5091,geco,4-811,"Quickly,  he  forces  the  lock  with  a  penknife,  and  turns  over  the  papers  until  he  finds  what  he  is  looking  for. "
5092,geco,4-812,But  now  a  fresh  dilemma  arises:  he  dare  not  keep  that  piece  of  paper  on  him. 
5093,geco,4-813,He  may  be  seen  leaving  the  room...he  may  be  searched. 
5094,geco,4-814,"If  the  paper  is  found  on  him,  it  is  certain  doom. "
5095,geco,4-815,"Probably,  at  this  minute,  too,  he  hears  the  sounds  below  of  Mr.  Wells  and  John  leaving  the  boudoir. "
5096,geco,4-816,He  must  act  quickly. 
5097,geco,4-817,Where  can  he  hide  this  terrible  slip  of  paper? 
5098,geco,4-818,"The  contents  of  the  waste-paper-basket  waste-paper-basket  are  kept  and  in  any  case,  are  sure  to  be  examined. "
5099,geco,4-819,There  are  no  means  of  destroying  it;  and  he  dare  not  keep  it. 
5100,geco,4-820,"He  looks  round,  and  he  sees...what  do  you  think,  mon  ami? "
5101,geco,4-821,I  shook  my  head. 
5102,geco,4-822,"In  a  moment,  he  has  torn  the  letter  into  long  thin  strips,  and  rolling  them  up  into  spills  he  thrusts  them  hurriedly  in  amongst  the  other  spills  in  the  vase  on  the  mantle-piece. "
5103,geco,4-823,I  uttered  an  exclamation. 
5104,geco,4-824,"No  one  would  think  of  looking  there,  Poirot  continued. "
5105,geco,4-825,"And  he  will  be  able,  at  his  leisure,  to  come  back  and  destroy  this  solitary  piece  of  evidence  against  him. "
5106,geco,4-826,"Then,  all  the  time,  it  was  in  the  spill  vase  in  Mr.s.  Inglethorp's  bedroom,  under  our  very  noses?  I  cried. "
5107,geco,4-827,Poirot  nodded. 
5108,geco,4-828,"Yes,  my  friend. "
5109,geco,4-829,"That  is  where  I  discovered  my  'last  link,'  and  I  owe  that  very  fortunate  discovery  to  you. "
5110,geco,4-830,To  me? 
5111,geco,4-831,Yes. 
5112,geco,4-832,Do  you  remember  telling  me  that  my  hand  shook  as  I  was  straightening  the  ornaments  on  the  mantel-piece? 
5113,geco,4-833,"Yes,  but  I  don't  see...... "
5114,geco,4-834,No but  I  saw. 
5115,geco,4-835,"Do  you  know,  my  friend,  I  remembered  that  earlier  in  the  morning,  when  we  had  been  there  together,  I  had  straightened  all  the  objects  on  the  mantel-piece. "
5116,geco,4-836,mantel-piece. 
5117,geco,4-837,"And,  if  they  were  already  straightened,  there  would  be  no  need  to  straighten  them  again,  unless,  in  the  meantime,  some  one  else  had  touched  them. "
5118,geco,4-838,"Dear  me,  I  murmured,  so  that  is  the  explanation  of  your  extraordinary  behaviour. "
5119,geco,4-839,"You  rushed  down  to  Styles,  and  found  it  still  there? "
5120,geco,4-840,"Yes,  and  it  was  a  race  for  time. "
5121,geco,4-841,But  I  still  can't  understand  why  Inglethorp  was  such  a  fool  as  to  leave  it  there  when  he  had  plenty  of  opportunity  to  destroy  it. 
5122,geco,4-842,"Ah,  but  he  had  no  opportunity. "
5123,geco,4-843,I  saw  to  that. 
5124,geco,4-844,You? 
5125,geco,4-845,Yes. 
5126,geco,4-846,Do  you  remember  reproving  me  for  taking  the  household  into  my  confidence  on  the  subject? 
5127,geco,4-847,Yes. 
5128,geco,4-848,"Well,  my  friend,  I  saw  there  was  just  one  chance. "
5129,geco,4-849,"I  was  not  sure  then  if  Inglethorp  was  the  criminal  or  not,  but  if  he  was  I  reasoned  that  he  would  not  have  the  paper  on  him,  but  would  have  hidden  it  somewhere,  and  by  enlisting  the  sympathy  of  the  household  I  could  effectually  prevent  his  destroying  it. "
5130,geco,4-850,"He  was  already  under  suspicion,  and  by  making  the  matter  public  I  secured  the  services  of  about  ten  amateur  detectives,  who  would  be  watching  him  unceasingly,  and  being  himself  aware  of  their  watchfulness  he  would  not  dare  seek  further  to  destroy  the  document. "
5131,geco,4-851,"He  was  therefore  forced  to  depart  from  the  house,  leaving  it  in  the  spill  vase. "
5132,geco,4-852,But  surely  Miss  Howard  had  ample  opportunities  of  aiding  him. 
5133,geco,4-853,"Yes,  but  Miss  Howard  did  not  know  of  the  paper's  existence. "
5134,geco,4-854,"In  accordance  with  their  prearranged  plan,  she  never  spoke  to  Alfred  Inglethorp. "
5135,geco,4-855,"They  were  supposed  to  be  deadly  enemies,  and  until  John  Cavendish  was  safely  convicted  they  neither  of  them  dared  risk  a  meeting. "
5136,geco,4-856,"Of  course  I  had  a  watch  kept  on  Mr.  Inglethorp,  hoping  that  sooner  or  later  he  would  lead  me  to  the  hiding-place. "
